MOF_name,thermal_decomposition_temp_C,solvent_removal_stability,dataset
qmof-9b31c46,379.1,0.56,QMOF reference
qmof-bb0ea2a,302.7,0.74,QMOF reference
qmof-e852d01,303.0,0.7,QMOF reference
qmof-2c06c23,422.6,0.87,QMOF reference
qmof-05a5129,,FAILED,QMOF reference
qmof-0064f16,,FAILED,QMOF reference
qmof-2fc4e1d,273.5,0.9,QMOF reference
qmof-534e590,278.6,0.2,QMOF reference
qmof-ca7241d,261.7,0.61,QMOF reference
qmof-6ca03ae,328.3,0.88,QMOF reference
qmof-86dcaf3,304.9,0.69,QMOF reference
qmof-dd7b7aa,443.6,0.69,QMOF reference
qmof-2a66ccf,245.2,0.84,QMOF reference
qmof-8f4bbfc,331.8,0.52,QMOF reference
qmof-452ad60,355.3,0.94,QMOF reference
qmof-bc36f56,396.7,0.75,QMOF reference
qmof-cdc4d50,303.2,0.72,QMOF reference
qmof-c58a47b,361.4,0.94,QMOF reference
qmof-d3eba84,322.6,0.57,QMOF reference
qmof-47c6a17,336.1,0.65,QMOF reference
qmof-45f099f,264.9,0.95,QMOF reference
qmof-13fe18c,238.3,0.38,QMOF reference
qmof-3015109,354.2,0.91,QMOF reference
qmof-d2930bc,306.7,0.88,QMOF reference
qmof-e8a0478,236.5,0.65,QMOF reference
qmof-976bca8,312.7,0.31,QMOF reference
qmof-b40252b,,FAILED,QMOF reference
qmof-22d24da,378.8,0.59,QMOF reference
qmof-051793e,586.2,0.01,QMOF reference
qmof-bb8dddc,350.4,0.85,QMOF reference
qmof-a5b6ce8,,FAILED,QMOF reference
qmof-93cec0b,342.7,0.96,QMOF reference
qmof-e09b473,258.4,0.93,QMOF reference
qmof-1ac2507,,FAILED,QMOF reference
qmof-7c00823,370.0,0.56,QMOF reference
qmof-b9a2124,353.3,0.79,QMOF reference
qmof-93ccf76,308.8,0.68,QMOF reference
qmof-1d3328b,269.1,0.8,QMOF reference
qmof-0e29314,434.8,0.94,QMOF reference
qmof-2f51db3,240.2,0.92,QMOF reference
qmof-63fd049,317.4,0.85,QMOF reference
qmof-5d3b73f,301.6,0.89,QMOF reference
qmof-baa53f4,360.1,0.56,QMOF reference
qmof-9dcc05b,361.4,0.82,QMOF reference
qmof-053334d,381.7,0.88,QMOF reference
qmof-0246e2a,-48.0,0.93,QMOF reference
qmof-ea015c6,307.9,0.26,QMOF reference
qmof-33fad02,345.0,0.47,QMOF reference
qmof-ddcf875,340.5,0.15,QMOF reference
qmof-052af2d,313.2,0.94,QMOF reference
qmof-329a219,425.2,0.78,QMOF reference
qmof-2e02fed,308.6,0.8,QMOF reference
qmof-b482863,477.0,0.94,QMOF reference
qmof-7342d40,,FAILED,QMOF reference
qmof-903582e,451.2,0.16,QMOF reference
qmof-603a442,335.9,0.27,QMOF reference
qmof-2ea6610,346.4,0.75,QMOF reference
qmof-9375de3,328.7,0.88,QMOF reference
qmof-8b03e45,,FAILED,QMOF reference
qmof-77d8bc6,285.9,0.92,QMOF reference
qmof-0e4acd7,269.4,0.31,QMOF reference
qmof-3d7d270,355.3,0.77,QMOF reference
qmof-96ee4f0,321.4,0.29,QMOF reference
qmof-3490498,232.6,0.26,QMOF reference
qmof-2c7b82d,,FAILED,QMOF reference
qmof-9d71d13,330.5,0.93,QMOF reference
qmof-4a63e87,,FAILED,QMOF reference
qmof-e5bda14,372.5,0.67,QMOF reference
qmof-438ca23,393.7,0.81,QMOF reference
qmof-8d09e55,365.3,0.89,QMOF reference
qmof-c585c76,312.3,0.27,QMOF reference
qmof-7b4940d,405.3,0.78,QMOF reference
qmof-5ef05bd,339.1,0.31,QMOF reference
qmof-16b5b77,338.0,0.87,QMOF reference
qmof-52547c5,387.8,0.51,QMOF reference
qmof-766433e,242.5,0.07,QMOF reference
qmof-ad40882,256.6,0.43,QMOF reference
qmof-cd46c95,,FAILED,QMOF reference
qmof-0032860,358.4,0.92,QMOF reference
qmof-7f9a9ed,,FAILED,QMOF reference
qmof-d8bc158,319.8,0.36,QMOF reference
qmof-dec91f5,291.2,0.21,QMOF reference
qmof-f00119d,301.3,0.38,QMOF reference
qmof-0f6384e,265.6,0.12,QMOF reference
qmof-37ddac4,320.4,0.09,QMOF reference
qmof-8e51355,284.8,0.47,QMOF reference
qmof-5766bbc,203.2,0.8,QMOF reference
qmof-d94d3ca,333.1,0.1,QMOF reference
qmof-790ac3d,351.4,0.74,QMOF reference
qmof-e553694,,FAILED,QMOF reference
qmof-3454f05,266.8,0.83,QMOF reference
qmof-c5776f5,371.5,0.69,QMOF reference
qmof-892e427,,FAILED,QMOF reference
qmof-664a625,,FAILED,QMOF reference
qmof-d16a680,241.4,0.93,QMOF reference
qmof-3048b12,342.2,0.95,QMOF reference
qmof-16c43a7,339.5,0.91,QMOF reference
qmof-9b147f7,347.3,0.92,QMOF reference
qmof-d03bfbb,330.1,0.64,QMOF reference
qmof-f44b97c,299.2,0.19,QMOF reference
qmof-d1fd423,333.6,0.65,QMOF reference
qmof-ee49b1f,380.6,0.76,QMOF reference
qmof-02d5be9,,FAILED,QMOF reference
qmof-c16efca,328.3,0.23,QMOF reference
qmof-de2f502,169.7,0.73,QMOF reference
qmof-8890ff8,330.4,0.94,QMOF reference
qmof-6a58cd1,414.4,0.36,QMOF reference
qmof-300cfb8,280.6,0.15,QMOF reference
qmof-3348556,325.2,0.91,QMOF reference
qmof-4b36f84,338.0,0.79,QMOF reference
qmof-274593f,280.1,0.55,QMOF reference
qmof-d4bbd73,336.4,0.89,QMOF reference
qmof-5ed2725,344.9,0.69,QMOF reference
qmof-9c225cc,279.8,0.87,QMOF reference
qmof-4333405,321.8,0.06,QMOF reference
qmof-e847dcc,,FAILED,QMOF reference
qmof-9e050e8,293.6,0.93,QMOF reference
qmof-76e316f,,FAILED,QMOF reference
qmof-b58c4c4,381.7,0.9,QMOF reference
qmof-5ab6b28,307.0,0.24,QMOF reference
qmof-f9c76c1,296.0,0.4,QMOF reference
qmof-f44d599,,FAILED,QMOF reference
qmof-6b9247b,,FAILED,QMOF reference
qmof-9bd9e21,447.0,0.86,QMOF reference
qmof-438ba3e,333.6,0.94,QMOF reference
qmof-03319a1,349.6,0.77,QMOF reference
qmof-621eca8,357.9,0.91,QMOF reference
qmof-ebfaa1f,214.1,0.47,QMOF reference
qmof-b589eac,293.3,0.29,QMOF reference
qmof-d472284,370.4,0.85,QMOF reference
qmof-915bbb7,348.7,0.91,QMOF reference
qmof-425232b,,FAILED,QMOF reference
qmof-1cd981a,,FAILED,QMOF reference
qmof-c988bec,375.8,0.93,QMOF reference
qmof-77b431c,377.0,0.1,QMOF reference
qmof-4458a96,272.4,0.87,QMOF reference
qmof-722e85a,322.4,0.24,QMOF reference
qmof-d4cc1c0,279.9,0.1,QMOF reference
qmof-1f03fdd,384.7,0.83,QMOF reference
qmof-765d500,,FAILED,QMOF reference
qmof-0f7138b,341.6,0.9,QMOF reference
qmof-050c6ef,383.6,0.83,QMOF reference
qmof-99fa841,289.9,0.73,QMOF reference
qmof-6c6ec35,361.1,0.76,QMOF reference
qmof-a554afb,,FAILED,QMOF reference
qmof-f02332f,442.3,0.76,QMOF reference
qmof-daf7014,298.9,0.13,QMOF reference
qmof-7b2d9bd,359.8,0.53,QMOF reference
qmof-b31f520,,FAILED,QMOF reference
qmof-b8b849f,351.8,0.76,QMOF reference
qmof-c34f90d,330.3,0.75,QMOF reference
qmof-974b2cb,316.1,0.08,QMOF reference
qmof-2bf9ae7,336.0,0.53,QMOF reference
qmof-02b1fc1,,FAILED,QMOF reference
qmof-175b6da,358.4,0.75,QMOF reference
qmof-7a1656c,,FAILED,QMOF reference
qmof-afa2ff5,319.4,0.81,QMOF reference
qmof-3e210ac,297.5,0.47,QMOF reference
qmof-191c12e,350.4,0.62,QMOF reference
qmof-0e4bbc6,,FAILED,QMOF reference
qmof-24e658e,299.9,0.63,QMOF reference
qmof-cad1202,,FAILED,QMOF reference
qmof-658e9f3,251.5,0.92,QMOF reference
qmof-1009afb,336.9,0.25,QMOF reference
qmof-16b0771,,FAILED,QMOF reference
qmof-8a4c0f4,308.5,0.73,QMOF reference
qmof-2593fae,348.2,0.13,QMOF reference
qmof-4b6fa6b,306.3,0.24,QMOF reference
qmof-0bc2115,288.7,0.52,QMOF reference
qmof-035e8fd,356.4,0.2,QMOF reference
qmof-0cd15a7,279.8,0.93,QMOF reference
qmof-e5b4e33,,FAILED,QMOF reference
qmof-c490467,,FAILED,QMOF reference
qmof-87d1c3f,334.7,0.18,QMOF reference
qmof-737c2ac,,FAILED,QMOF reference
qmof-95e957c,342.2,0.84,QMOF reference
qmof-9f9595f,,FAILED,QMOF reference
qmof-9be5910,302.3,0.16,QMOF reference
qmof-ff970f0,332.0,0.29,QMOF reference
qmof-bf460d2,368.0,0.71,QMOF reference
qmof-49a800c,296.0,0.06,QMOF reference
qmof-fb7e966,331.0,0.39,QMOF reference
qmof-b8d60be,313.8,0.66,QMOF reference
qmof-7d828a1,378.4,0.85,QMOF reference
qmof-1c86de8,338.8,0.79,QMOF reference
qmof-d9f22e3,338.7,0.88,QMOF reference
qmof-e297624,301.8,0.9,QMOF reference
qmof-2576b34,373.0,0.86,QMOF reference
qmof-5c10cb7,351.1,0.89,QMOF reference
qmof-0454c23,248.8,0.29,QMOF reference
qmof-3506788,,FAILED,QMOF reference
qmof-308fde1,,FAILED,QMOF reference
qmof-4d1cebd,326.9,0.18,QMOF reference
qmof-4ad1a5b,335.1,0.39,QMOF reference
qmof-db19c6b,320.5,0.49,QMOF reference
qmof-a911d27,359.7,0.71,QMOF reference
qmof-0264fa2,345.4,0.91,QMOF reference
qmof-2dc3acb,353.6,0.92,QMOF reference
qmof-2c3bc74,362.0,0.68,QMOF reference
qmof-783f7b2,409.3,0.81,QMOF reference
qmof-2dd47d8,,FAILED,QMOF reference
qmof-064173c,257.4,0.88,QMOF reference
qmof-58fb739,,FAILED,QMOF reference
qmof-bc7f882,353.5,0.94,QMOF reference
qmof-dd6d46d,,FAILED,QMOF reference
qmof-e6a8ac7,400.3,0.82,QMOF reference
qmof-43a7019,,FAILED,QMOF reference
qmof-5ea5aaa,296.6,0.26,QMOF reference
qmof-0922e5c,300.1,0.25,QMOF reference
qmof-44e9836,,FAILED,QMOF reference
qmof-82179f8,265.5,0.73,QMOF reference
qmof-fa0c5a7,445.2,0.87,QMOF reference
qmof-e0a9631,,FAILED,QMOF reference
qmof-9204b74,306.7,0.19,QMOF reference
qmof-8797c78,290.7,0.75,QMOF reference
qmof-3459f4d,306.7,0.09,QMOF reference
qmof-8b33bc9,367.1,0.86,QMOF reference
qmof-db62327,,FAILED,QMOF reference
qmof-181fecb,330.3,0.33,QMOF reference
qmof-bfe65fd,320.4,0.58,QMOF reference
qmof-867986f,347.8,0.4,QMOF reference
qmof-ac29f9c,410.4,0.24,QMOF reference
qmof-ef6d4cf,371.6,0.79,QMOF reference
qmof-9e703ad,354.8,0.71,QMOF reference
qmof-ad87731,362.9,0.68,QMOF reference
qmof-171da2d,311.8,0.25,QMOF reference
qmof-68380f0,343.5,0.64,QMOF reference
qmof-17fd0ce,256.8,0.09,QMOF reference
qmof-4fbb0a5,323.1,0.29,QMOF reference
qmof-66c96d5,184.1,0.89,QMOF reference
qmof-af041e2,319.0,0.72,QMOF reference
qmof-f64ae73,349.5,0.72,QMOF reference
qmof-db2d084,284.2,0.45,QMOF reference
qmof-4b067b3,349.2,0.28,QMOF reference
qmof-15327b9,357.3,0.1,QMOF reference
qmof-1d43809,317.7,0.89,QMOF reference
qmof-0444ac2,256.4,0.18,QMOF reference
qmof-011c3e3,291.0,0.48,QMOF reference
qmof-cda0d58,354.6,0.44,QMOF reference
qmof-b7fb8de,386.0,0.88,QMOF reference
qmof-81c1d82,308.8,0.8,QMOF reference
qmof-bbf4045,367.9,0.41,QMOF reference
qmof-ff5bd85,336.8,0.95,QMOF reference
qmof-bcc71d2,323.6,0.82,QMOF reference
qmof-850cb23,367.2,0.49,QMOF reference
qmof-a254fea,275.5,0.75,QMOF reference
qmof-75b017c,298.4,0.89,QMOF reference
qmof-ced1629,279.6,0.94,QMOF reference
qmof-5598b04,323.4,0.93,QMOF reference
qmof-c3d1c9d,269.1,0.93,QMOF reference
qmof-0e0afb1,,FAILED,QMOF reference
qmof-d3bbe4b,428.7,0.47,QMOF reference
qmof-05849c4,,FAILED,QMOF reference
qmof-c73f475,230.5,0.24,QMOF reference
qmof-601416a,322.5,0.61,QMOF reference
qmof-e5458b1,107.6,0.99,QMOF reference
qmof-86dd367,373.9,0.4,QMOF reference
qmof-939c713,,FAILED,QMOF reference
qmof-e1b5da8,,FAILED,QMOF reference
qmof-6a2f4c9,331.3,0.24,QMOF reference
qmof-3c773f5,333.7,0.27,QMOF reference
qmof-07dcfa3,381.6,0.44,QMOF reference
qmof-ee62841,416.1,0.57,QMOF reference
qmof-5d78f06,293.8,0.92,QMOF reference
qmof-0c65e4f,296.1,0.63,QMOF reference
qmof-f69729d,,FAILED,QMOF reference
qmof-a782aa7,318.3,0.59,QMOF reference
qmof-1929d06,313.0,0.5,QMOF reference
qmof-3b5f49c,317.4,0.93,QMOF reference
qmof-823ca7f,280.1,0.61,QMOF reference
qmof-6f33e62,287.3,0.93,QMOF reference
qmof-4b930c1,312.2,0.93,QMOF reference
qmof-769eeff,287.1,0.93,QMOF reference
qmof-22a3730,282.8,0.96,QMOF reference
qmof-0331d6b,187.8,0.35,QMOF reference
qmof-a7de9ff,262.4,0.34,QMOF reference
qmof-0f7c4eb,304.7,0.26,QMOF reference
qmof-3e9bb7b,340.8,0.38,QMOF reference
qmof-764b6c7,324.0,0.71,QMOF reference
qmof-c948dbc,,FAILED,QMOF reference
qmof-d242cec,307.8,0.27,QMOF reference
qmof-4b9332b,344.7,0.17,QMOF reference
qmof-65da434,369.3,0.9,QMOF reference
qmof-8aba1fc,269.2,0.15,QMOF reference
qmof-4c64da3,380.8,0.88,QMOF reference
qmof-5df5ee4,481.2,0.05,QMOF reference
qmof-cc26de1,418.2,0.35,QMOF reference
qmof-39a2f45,251.9,0.15,QMOF reference
qmof-f786c31,360.4,0.51,QMOF reference
qmof-4ae2a20,309.5,0.86,QMOF reference
qmof-17a2f2b,344.5,0.49,QMOF reference
qmof-600e097,363.6,0.79,QMOF reference
qmof-85e66be,393.0,0.69,QMOF reference
qmof-757860d,330.6,0.92,QMOF reference
qmof-233f752,376.5,0.7,QMOF reference
qmof-449f551,323.1,0.92,QMOF reference
qmof-4c45438,,FAILED,QMOF reference
qmof-9b4fafa,407.6,0.93,QMOF reference
qmof-1e4d669,365.2,0.51,QMOF reference
qmof-59233f6,,FAILED,QMOF reference
qmof-2fc5095,284.7,0.75,QMOF reference
qmof-0eef54d,232.9,0.33,QMOF reference
qmof-0d66641,300.6,0.78,QMOF reference
qmof-40cbe6f,172.4,0.63,QMOF reference
qmof-28c2c0e,237.7,0.95,QMOF reference
qmof-4f44bf1,306.1,0.55,QMOF reference
qmof-ee6fe4f,401.1,0.9,QMOF reference
qmof-a048e74,261.7,0.14,QMOF reference
qmof-a1aa5be,347.3,0.15,QMOF reference
qmof-964c967,344.1,0.53,QMOF reference
qmof-a939101,345.2,0.91,QMOF reference
qmof-099a4fe,257.3,0.92,QMOF reference
qmof-380359a,329.6,0.94,QMOF reference
qmof-2408284,335.6,0.81,QMOF reference
qmof-a2d700a,331.4,0.91,QMOF reference
qmof-98a8377,308.7,0.41,QMOF reference
qmof-39d42bd,311.8,0.71,QMOF reference
qmof-77088c4,328.3,0.65,QMOF reference
qmof-b68fc3d,,FAILED,QMOF reference
qmof-8708a28,359.6,0.85,QMOF reference
qmof-7d95374,347.1,0.55,QMOF reference
qmof-fbd219f,405.4,0.42,QMOF reference
qmof-f7fa6b1,395.4,0.95,QMOF reference
qmof-df4acb0,328.3,0.87,QMOF reference
qmof-8229e3e,284.6,0.72,QMOF reference
qmof-837edc4,345.9,0.22,QMOF reference
qmof-aab2608,311.5,0.23,QMOF reference
qmof-0b4f4fa,,FAILED,QMOF reference
qmof-7d5de5b,330.0,0.85,QMOF reference
qmof-70814dd,319.8,0.27,QMOF reference
qmof-38a58d5,257.1,0.89,QMOF reference
qmof-810a1c3,307.3,0.65,QMOF reference
qmof-28ac5e6,371.9,0.39,QMOF reference
qmof-5e593df,409.7,0.91,QMOF reference
qmof-a704d35,309.2,0.88,QMOF reference
qmof-06447b5,329.3,0.92,QMOF reference
qmof-bd617d9,362.5,0.23,QMOF reference
qmof-2e54ffc,354.7,0.62,QMOF reference
qmof-4ddf58e,397.6,0.84,QMOF reference
qmof-6eddd11,420.7,0.52,QMOF reference
qmof-903f0ae,436.5,0.49,QMOF reference
qmof-c7ade9c,290.8,0.94,QMOF reference
qmof-f23efa9,317.4,0.76,QMOF reference
qmof-309b6a2,333.6,0.76,QMOF reference
qmof-dcca57e,292.5,0.82,QMOF reference
qmof-37797cc,215.2,0.63,QMOF reference
qmof-f53855e,316.8,0.09,QMOF reference
qmof-c4b76e9,337.3,0.32,QMOF reference
qmof-6a5bda3,386.6,0.62,QMOF reference
qmof-b759a0a,349.4,0.79,QMOF reference
qmof-95b804e,,FAILED,QMOF reference
qmof-e20ca81,294.4,0.92,QMOF reference
qmof-206a6de,,FAILED,QMOF reference
qmof-a9fb7e9,257.2,0.57,QMOF reference
qmof-46bfe26,,FAILED,QMOF reference
qmof-96f5c8f,345.9,0.38,QMOF reference
qmof-9dad958,,FAILED,QMOF reference
qmof-567e418,338.7,0.58,QMOF reference
qmof-90b97bc,,FAILED,QMOF reference
qmof-5a40d68,324.9,0.25,QMOF reference
qmof-5e43007,409.5,0.61,QMOF reference
qmof-d8ec019,358.8,0.22,QMOF reference
qmof-7515239,323.5,0.56,QMOF reference
qmof-14b40ea,433.1,0.89,QMOF reference
qmof-d0592e2,285.1,0.92,QMOF reference
qmof-e5d8ebb,305.5,0.43,QMOF reference
qmof-1863adb,324.4,0.51,QMOF reference
qmof-1c895a0,359.0,0.39,QMOF reference
qmof-536a1f0,294.5,0.87,QMOF reference
qmof-da10e7b,241.7,0.61,QMOF reference
qmof-76d9b07,427.9,0.4,QMOF reference
qmof-47e3d9b,413.6,0.15,QMOF reference
qmof-3524ba0,,FAILED,QMOF reference
qmof-91f17cd,323.9,0.87,QMOF reference
qmof-04353f7,303.2,0.4,QMOF reference
qmof-83f7a75,371.5,0.86,QMOF reference
qmof-0637865,317.6,0.14,QMOF reference
qmof-07cc468,285.5,0.88,QMOF reference
qmof-6864a0e,383.5,0.61,QMOF reference
qmof-b98c123,402.1,0.61,QMOF reference
qmof-897ea77,300.4,0.09,QMOF reference
qmof-7c73cbd,345.8,0.28,QMOF reference
qmof-266afab,367.6,0.9,QMOF reference
qmof-f324f38,252.7,0.91,QMOF reference
qmof-0ccd82d,,FAILED,QMOF reference
qmof-4b1daf6,329.9,0.35,QMOF reference
qmof-df3ccf7,,FAILED,QMOF reference
qmof-f269524,295.8,0.85,QMOF reference
qmof-4fcaac7,298.2,0.75,QMOF reference
qmof-2b86de0,266.5,0.26,QMOF reference
qmof-78cba0b,453.0,0.89,QMOF reference
qmof-011c163,326.0,0.9,QMOF reference
qmof-d2fbf4b,268.6,0.23,QMOF reference
qmof-148ed99,352.3,0.55,QMOF reference
qmof-129290f,298.4,0.69,QMOF reference
qmof-e986fdb,322.2,0.72,QMOF reference
qmof-d8b5d6f,375.2,0.92,QMOF reference
qmof-31856d4,,FAILED,QMOF reference
qmof-804a983,,FAILED,QMOF reference
qmof-20b6e60,285.8,0.88,QMOF reference
qmof-c7868c3,416.0,0.93,QMOF reference
qmof-80852fd,221.1,0.22,QMOF reference
qmof-ce367cc,244.9,0.44,QMOF reference
qmof-82c4da0,,FAILED,QMOF reference
qmof-50b9f96,347.0,0.43,QMOF reference
qmof-7a3a859,429.4,0.42,QMOF reference
qmof-1ab1346,344.5,0.81,QMOF reference
qmof-061a90b,337.4,0.93,QMOF reference
qmof-a15b1fc,299.7,0.37,QMOF reference
qmof-5ea29db,345.3,0.91,QMOF reference
qmof-6797aee,335.7,0.86,QMOF reference
qmof-faf2699,351.2,0.93,QMOF reference
qmof-5876e46,386.0,0.17,QMOF reference
qmof-3336366,371.0,0.65,QMOF reference
qmof-b5a79ba,320.9,0.39,QMOF reference
qmof-09bc32a,,FAILED,QMOF reference
qmof-a8117e2,184.9,0.89,QMOF reference
qmof-0c15bcd,365.4,0.23,QMOF reference
qmof-32f3cb0,301.4,0.44,QMOF reference
qmof-e5e12e2,289.4,0.31,QMOF reference
qmof-7bf003d,,FAILED,QMOF reference
qmof-7f0f059,,FAILED,QMOF reference
qmof-00a989b,278.1,0.23,QMOF reference
qmof-1a0c62d,312.8,0.64,QMOF reference
qmof-fae9914,326.2,0.93,QMOF reference
qmof-f16d368,,FAILED,QMOF reference
qmof-a72a09b,374.6,0.91,QMOF reference
qmof-970d4a2,270.1,0.66,QMOF reference
qmof-b7a2094,286.7,0.88,QMOF reference
qmof-18bc8b7,328.4,0.34,QMOF reference
qmof-73f900e,,FAILED,QMOF reference
qmof-41468e7,,FAILED,QMOF reference
qmof-a13f65c,311.0,0.25,QMOF reference
qmof-2827567,340.1,0.54,QMOF reference
qmof-936731e,373.1,0.12,QMOF reference
qmof-0205f07,369.2,0.69,QMOF reference
qmof-5bcb55a,398.6,0.21,QMOF reference
qmof-c5bcd42,303.9,0.19,QMOF reference
qmof-49c91df,,FAILED,QMOF reference
qmof-c58dec0,334.3,0.86,QMOF reference
qmof-dd3ddad,335.2,0.85,QMOF reference
qmof-3b7ce0b,356.2,0.79,QMOF reference
qmof-1f5abee,423.5,0.19,QMOF reference
qmof-57458e8,334.4,0.72,QMOF reference
qmof-2fd988a,283.6,0.29,QMOF reference
qmof-e8c5eb2,288.1,0.96,QMOF reference
qmof-015ccbf,384.7,0.95,QMOF reference
qmof-2b9b71a,366.0,0.26,QMOF reference
qmof-9334110,268.4,0.18,QMOF reference
qmof-a0b6754,336.8,0.93,QMOF reference
qmof-18e13b8,,FAILED,QMOF reference
qmof-764c737,333.6,0.19,QMOF reference
qmof-5ec4f3d,,FAILED,QMOF reference
qmof-df7adc6,241.8,0.54,QMOF reference
qmof-31b35f6,301.2,0.54,QMOF reference
qmof-435674b,320.2,0.42,QMOF reference
qmof-f444b48,,FAILED,QMOF reference
qmof-e8baa7b,,FAILED,QMOF reference
qmof-176e9be,,FAILED,QMOF reference
qmof-f3146bd,363.1,0.92,QMOF reference
qmof-0b5e989,355.0,0.91,QMOF reference
qmof-b1f0ef7,389.0,0.81,QMOF reference
qmof-15519b3,,FAILED,QMOF reference
qmof-57d5556,365.3,0.65,QMOF reference
qmof-0126d83,314.9,0.03,QMOF reference
qmof-58707d8,259.2,0.78,QMOF reference
qmof-d29bd71,282.5,0.27,QMOF reference
qmof-e7ab34a,396.2,0.6,QMOF reference
qmof-be293f1,388.9,0.07,QMOF reference
qmof-bbf6020,300.3,0.89,QMOF reference
qmof-f18ed85,299.2,0.12,QMOF reference
qmof-7e025a1,343.5,0.29,QMOF reference
qmof-91af4b8,399.5,0.3,QMOF reference
qmof-5ea8960,300.3,0.65,QMOF reference
qmof-4c0e216,324.2,0.92,QMOF reference
qmof-6d8b4ff,266.5,0.92,QMOF reference
qmof-465da86,321.0,0.78,QMOF reference
qmof-ae8c853,342.6,0.57,QMOF reference
qmof-a9ff051,326.4,0.15,QMOF reference
qmof-1a60fe1,376.4,0.75,QMOF reference
qmof-1580a8b,304.3,0.84,QMOF reference
qmof-08a6002,361.7,0.79,QMOF reference
qmof-f332558,265.5,0.92,QMOF reference
qmof-05cf9f3,,FAILED,QMOF reference
qmof-1e0a9c9,221.2,0.75,QMOF reference
qmof-7eaabd6,375.0,0.94,QMOF reference
qmof-85fef0a,281.9,0.09,QMOF reference
qmof-78f9b28,337.7,0.95,QMOF reference
qmof-7b094f8,263.5,0.84,QMOF reference
qmof-e778e22,505.7,0.89,QMOF reference
qmof-a32d237,263.8,0.86,QMOF reference
qmof-361abaa,280.8,0.54,QMOF reference
qmof-473d2b6,398.1,0.97,QMOF reference
qmof-b6cf5f9,293.1,0.54,QMOF reference
qmof-46b1e8f,399.2,0.13,QMOF reference
qmof-fcb8885,251.8,0.26,QMOF reference
qmof-0f0660b,321.9,0.82,QMOF reference
qmof-314b4d0,288.0,0.12,QMOF reference
qmof-ea5d153,346.1,0.96,QMOF reference
qmof-b18f8ac,312.9,0.94,QMOF reference
qmof-9e4e1fc,,FAILED,QMOF reference
qmof-1e020e2,384.5,0.12,QMOF reference
qmof-bd1d6cf,285.8,0.51,QMOF reference
qmof-369fa70,247.8,0.85,QMOF reference
qmof-60df73a,,FAILED,QMOF reference
qmof-54f7ee7,281.7,0.85,QMOF reference
qmof-80f89a0,307.5,0.23,QMOF reference
qmof-66ea27b,344.3,0.27,QMOF reference
qmof-6a96bb3,323.0,0.38,QMOF reference
qmof-f0067ee,318.0,0.83,QMOF reference
qmof-089c984,347.6,0.85,QMOF reference
qmof-8af78c6,342.4,0.41,QMOF reference
qmof-145af0e,337.5,0.81,QMOF reference
qmof-97454bc,301.2,0.82,QMOF reference
qmof-6ae77da,,FAILED,QMOF reference
qmof-32b45cc,346.0,0.59,QMOF reference
qmof-80b98b7,328.1,0.63,QMOF reference
qmof-1011c2b,274.8,0.65,QMOF reference
qmof-3cdafab,385.3,0.5,QMOF reference
qmof-ac2a33a,301.9,0.79,QMOF reference
qmof-8b992f5,295.6,0.41,QMOF reference
qmof-d01208e,310.4,0.73,QMOF reference
qmof-e5b4fec,382.2,0.78,QMOF reference
qmof-c6fb628,256.7,0.72,QMOF reference
qmof-285d109,353.4,0.8,QMOF reference
qmof-ec95ddc,324.9,0.21,QMOF reference
qmof-0009829,282.9,0.36,QMOF reference
qmof-d1f990a,334.4,0.85,QMOF reference
qmof-56f72fb,377.6,0.81,QMOF reference
qmof-0344ec9,327.4,0.85,QMOF reference
qmof-09e1d24,357.9,0.17,QMOF reference
qmof-8ee2e69,411.3,0.86,QMOF reference
qmof-b13204c,356.8,0.72,QMOF reference
qmof-1afa76c,464.9,0.43,QMOF reference
qmof-c91b30c,310.9,0.77,QMOF reference
qmof-14a36ed,325.3,0.46,QMOF reference
qmof-2d8d50c,340.0,0.18,QMOF reference
qmof-2cac69d,356.3,0.68,QMOF reference
qmof-77ce500,,FAILED,QMOF reference
qmof-daa897c,457.1,0.1,QMOF reference
qmof-6f4c103,,FAILED,QMOF reference
qmof-a7efc17,554.7,0.03,QMOF reference
qmof-afae87d,384.6,0.6,QMOF reference
qmof-bda49bd,379.2,0.66,QMOF reference
qmof-072c43e,219.3,0.96,QMOF reference
qmof-6014ce8,280.0,0.9,QMOF reference
qmof-f652bd3,250.8,0.72,QMOF reference
qmof-5b307ed,302.3,0.51,QMOF reference
qmof-a901e12,,FAILED,QMOF reference
qmof-b6c33e4,256.3,0.24,QMOF reference
qmof-ccea11a,311.3,0.61,QMOF reference
qmof-7da92ed,339.4,0.58,QMOF reference
qmof-bf53c51,404.0,0.74,QMOF reference
qmof-888b462,399.6,0.92,QMOF reference
qmof-099fb71,,FAILED,QMOF reference
qmof-1c5a2db,367.1,0.81,QMOF reference
qmof-1e65e0c,322.6,0.57,QMOF reference
qmof-8da777e,328.9,0.76,QMOF reference
qmof-41a9f24,273.5,0.61,QMOF reference
qmof-1f56bb6,284.6,0.36,QMOF reference
qmof-773abcf,270.7,0.26,QMOF reference
qmof-0fcb34b,342.6,0.97,QMOF reference
qmof-794dc0d,318.2,0.89,QMOF reference
qmof-f2dfa69,379.9,0.53,QMOF reference
qmof-d86cf1e,,FAILED,QMOF reference
qmof-017128d,247.9,0.91,QMOF reference
qmof-623345d,259.2,0.27,QMOF reference
qmof-5b30551,443.8,0.81,QMOF reference
