MOF_name,thermal_decomposition_temp_C,solvent_removal_stability,dataset
qmof-3cd126c,300.4,0.96,QMOF reference
qmof-908c20a,348.7,0.8,QMOF reference
qmof-10920d5,349.0,0.39,QMOF reference
qmof-b0edd58,312.2,0.05,QMOF reference
qmof-ddabb70,284.9,0.13,QMOF reference
qmof-35f10de,368.1,0.64,QMOF reference
qmof-d376793,360.3,0.75,QMOF reference
qmof-2eea506,343.1,0.91,QMOF reference
qmof-76539b3,357.3,0.92,QMOF reference
qmof-33775e9,279.9,0.71,QMOF reference
qmof-6c1f31f,373.5,0.88,QMOF reference
qmof-6f2f136,286.9,0.05,QMOF reference
qmof-beb072c,305.5,0.32,QMOF reference
qmof-161f324,367.2,0.82,QMOF reference
qmof-8746f65,305.6,0.83,QMOF reference
qmof-bf96c4f,411.0,0.67,QMOF reference
qmof-91c371e,,FAILED,QMOF reference
qmof-3d5b416,411.7,0.16,QMOF reference
qmof-6807fed,302.6,0.93,QMOF reference
qmof-4b9877b,417.1,0.84,QMOF reference
qmof-68f63a9,,FAILED,QMOF reference
qmof-8e54ccb,297.6,0.79,QMOF reference
qmof-0219702,388.2,0.8,QMOF reference
qmof-e210593,347.7,0.14,QMOF reference
qmof-33579d3,300.3,0.95,QMOF reference
qmof-f803fa6,522.1,0.91,QMOF reference
qmof-8bd7cf4,408.3,0.3,QMOF reference
qmof-68488a6,347.2,0.93,QMOF reference
qmof-2efade9,305.3,0.92,QMOF reference
qmof-31b9347,348.5,0.32,QMOF reference
qmof-a6eb9f2,351.0,0.57,QMOF reference
qmof-bdcee29,342.8,0.62,QMOF reference
qmof-e9aa117,398.8,0.57,QMOF reference
qmof-1942bae,328.3,0.61,QMOF reference
qmof-dc43527,129.3,0.95,QMOF reference
qmof-b3c8596,321.5,0.56,QMOF reference
qmof-af13869,373.0,0.92,QMOF reference
qmof-3d670d8,322.6,0.46,QMOF reference
qmof-8a8bf9b,,FAILED,QMOF reference
qmof-3fbde32,318.9,0.58,QMOF reference
qmof-dc70a04,440.2,0.08,QMOF reference
qmof-13c119c,436.6,0.25,QMOF reference
qmof-758f83b,367.3,0.34,QMOF reference
qmof-dfb9982,293.2,0.45,QMOF reference
qmof-be4d084,239.5,0.3,QMOF reference
qmof-dcc9417,265.8,0.49,QMOF reference
qmof-0526948,257.7,0.64,QMOF reference
qmof-e797496,350.4,0.92,QMOF reference
qmof-9bc77ec,365.0,0.96,QMOF reference
qmof-b73a1d3,,FAILED,QMOF reference
qmof-fc15503,356.7,0.61,QMOF reference
qmof-3634e74,303.9,0.76,QMOF reference
qmof-71cc7da,284.2,0.76,QMOF reference
qmof-72d8647,275.2,0.29,QMOF reference
qmof-7e00a12,385.4,0.28,QMOF reference
qmof-6c3e399,340.9,0.89,QMOF reference
qmof-d73089e,349.5,0.43,QMOF reference
qmof-00ed6b6,363.8,0.16,QMOF reference
qmof-05b4924,370.8,0.74,QMOF reference
qmof-0475987,307.3,0.7,QMOF reference
qmof-0cb0fa3,345.3,0.55,QMOF reference
qmof-a4c59f9,273.1,0.71,QMOF reference
qmof-dea5ac6,349.9,0.94,QMOF reference
qmof-c2377af,,FAILED,QMOF reference
qmof-78ef147,362.3,0.64,QMOF reference
qmof-d9f913d,,FAILED,QMOF reference
qmof-b3bca92,330.5,0.23,QMOF reference
qmof-ae9aa06,329.4,0.6,QMOF reference
qmof-ef5cc84,258.4,0.57,QMOF reference
qmof-d969c5f,291.6,0.77,QMOF reference
qmof-9c10b27,369.4,0.63,QMOF reference
qmof-76fb294,311.9,0.93,QMOF reference
qmof-b24889c,288.4,0.34,QMOF reference
qmof-dadb6c8,,FAILED,QMOF reference
qmof-2bda94a,330.5,0.67,QMOF reference
qmof-c2258bb,345.7,0.13,QMOF reference
qmof-0fadd6f,367.5,0.91,QMOF reference
qmof-1d3530d,341.0,0.73,QMOF reference
qmof-1e78f2c,329.3,0.4,QMOF reference
qmof-9f6fc79,304.8,0.62,QMOF reference
qmof-2f1a847,353.7,0.56,QMOF reference
qmof-850a307,243.9,0.56,QMOF reference
qmof-34afacd,306.2,0.41,QMOF reference
qmof-71233cb,,FAILED,QMOF reference
qmof-449f257,336.6,0.19,QMOF reference
qmof-6e4326e,278.6,0.08,QMOF reference
qmof-0f3908e,332.0,0.64,QMOF reference
qmof-b96fb0a,,FAILED,QMOF reference
qmof-a79068c,320.3,0.8,QMOF reference
qmof-1d1d359,306.8,0.48,QMOF reference
qmof-7007e9e,366.0,0.83,QMOF reference
qmof-a6a203e,391.6,0.89,QMOF reference
qmof-1bc0596,332.0,0.35,QMOF reference
qmof-8e4b4ba,224.3,0.72,QMOF reference
qmof-fe78ad2,328.2,0.9,QMOF reference
qmof-fd6b02c,289.7,0.83,QMOF reference
qmof-0204d66,338.2,0.94,QMOF reference
qmof-fcb37fb,328.0,0.2,QMOF reference
qmof-89941ae,,FAILED,QMOF reference
qmof-63a8ad5,241.3,0.5,QMOF reference
qmof-16300e8,244.6,0.21,QMOF reference
qmof-b0b1d6e,,FAILED,QMOF reference
qmof-c92cc8b,382.4,0.93,QMOF reference
qmof-cbdfa7f,,FAILED,QMOF reference
qmof-2a278e1,297.3,0.8,QMOF reference
qmof-b250c9b,368.9,0.8,QMOF reference
qmof-187d1a2,357.0,0.84,QMOF reference
qmof-fa802eb,376.1,0.61,QMOF reference
qmof-13baab5,306.6,0.64,QMOF reference
qmof-55cab56,,FAILED,QMOF reference
qmof-7bb0742,316.8,0.78,QMOF reference
qmof-0a7aaf1,416.8,0.58,QMOF reference
qmof-73f891c,,FAILED,QMOF reference
qmof-df3c618,278.7,0.11,QMOF reference
qmof-0e85ac2,,FAILED,QMOF reference
qmof-74d7c88,292.5,0.77,QMOF reference
qmof-d0a4557,344.2,0.48,QMOF reference
qmof-74b00a0,358.4,0.61,QMOF reference
qmof-a1ad69d,289.2,0.42,QMOF reference
qmof-06ea742,304.0,0.91,QMOF reference
qmof-49593d6,333.2,0.53,QMOF reference
qmof-c2973f6,376.7,0.93,QMOF reference
qmof-b0f2074,372.6,0.86,QMOF reference
qmof-7b530d7,345.7,0.79,QMOF reference
qmof-05cbfaf,312.1,0.92,QMOF reference
qmof-d088bbe,317.8,0.84,QMOF reference
qmof-39eaef5,,FAILED,QMOF reference
qmof-5918275,389.7,0.28,QMOF reference
qmof-8b4196c,349.3,0.35,QMOF reference
qmof-ca0b113,254.8,0.78,QMOF reference
qmof-4abb9dd,,FAILED,QMOF reference
qmof-f51fae1,335.6,0.69,QMOF reference
qmof-e23cf71,403.2,0.74,QMOF reference
qmof-88f5b79,,FAILED,QMOF reference
qmof-05dca7c,257.0,0.09,QMOF reference
qmof-10f6ebc,359.1,0.7,QMOF reference
qmof-52ca2a4,315.1,0.68,QMOF reference
qmof-16dfff2,286.6,0.91,QMOF reference
qmof-5b40d48,351.6,0.71,QMOF reference
qmof-3383551,337.6,0.38,QMOF reference
qmof-f60d075,434.6,0.1,QMOF reference
qmof-f0730ea,306.6,0.66,QMOF reference
qmof-21e0017,307.6,0.68,QMOF reference
qmof-384ba2d,277.0,0.93,QMOF reference
qmof-43ea48b,352.8,0.43,QMOF reference
qmof-c39e154,249.6,0.77,QMOF reference
qmof-60d4e52,290.9,0.89,QMOF reference
qmof-fffeb7b,385.0,0.74,QMOF reference
qmof-173ea6a,373.4,0.08,QMOF reference
qmof-0d90510,350.6,0.95,QMOF reference
qmof-c5d05b0,431.7,0.91,QMOF reference
qmof-ee73557,309.0,0.92,QMOF reference
qmof-29be2c9,284.5,0.93,QMOF reference
qmof-cbdf67d,328.6,0.62,QMOF reference
qmof-730a3ab,355.7,0.96,QMOF reference
qmof-a3f3e94,325.6,0.47,QMOF reference
qmof-44c00af,323.2,0.91,QMOF reference
qmof-363e93c,412.8,0.92,QMOF reference
qmof-be63d64,288.7,0.18,QMOF reference
qmof-4943353,321.1,0.93,QMOF reference
qmof-3b862db,448.2,0.96,QMOF reference
qmof-bb63e19,342.4,0.8,QMOF reference
qmof-7d2a229,370.3,0.35,QMOF reference
qmof-e8cd8b4,329.5,0.35,QMOF reference
qmof-a6cbf6a,339.1,0.51,QMOF reference
qmof-ee27add,383.9,0.21,QMOF reference
qmof-65b1e1f,394.7,0.76,QMOF reference
qmof-72b8716,338.1,0.68,QMOF reference
qmof-11e08f9,459.5,0.11,QMOF reference
qmof-6891316,328.2,0.8,QMOF reference
qmof-d2c94e7,417.9,0.78,QMOF reference
qmof-3e88a85,319.2,0.77,QMOF reference
qmof-faec029,422.8,0.7,QMOF reference
qmof-c92d2ff,460.2,0.92,QMOF reference
qmof-f7ad9cd,261.3,0.95,QMOF reference
qmof-dff11a8,311.0,0.78,QMOF reference
qmof-5dc72f9,306.4,0.64,QMOF reference
qmof-adf6d21,369.8,0.76,QMOF reference
qmof-7d2356b,393.2,0.6,QMOF reference
qmof-5294948,338.9,0.95,QMOF reference
qmof-d4eba6e,285.9,0.11,QMOF reference
qmof-a04cf5a,394.1,0.23,QMOF reference
qmof-49bf8ce,389.1,0.65,QMOF reference
qmof-66df166,357.7,0.29,QMOF reference
qmof-3a1574d,325.3,0.83,QMOF reference
qmof-8955ecc,414.2,0.69,QMOF reference
qmof-c3ff310,380.4,0.08,QMOF reference
qmof-68bb3f2,276.4,0.07,QMOF reference
qmof-792f814,428.4,0.89,QMOF reference
qmof-b76078f,323.9,0.87,QMOF reference
qmof-001ef83,288.7,0.72,QMOF reference
qmof-8d66f49,289.1,0.9,QMOF reference
qmof-7bfdb52,362.9,0.88,QMOF reference
qmof-a4b3531,334.5,0.75,QMOF reference
qmof-cd2a559,289.2,0.65,QMOF reference
qmof-e83ccff,184.6,0.59,QMOF reference
qmof-5ea429e,363.7,0.64,QMOF reference
qmof-dfa389a,376.7,0.74,QMOF reference
qmof-ba2dc43,338.6,0.42,QMOF reference
qmof-f2e148d,364.9,0.55,QMOF reference
qmof-30b752e,345.5,0.42,QMOF reference
qmof-c22186d,423.5,0.94,QMOF reference
qmof-9f315fd,292.4,0.33,QMOF reference
qmof-0a0e6b0,227.9,0.46,QMOF reference
qmof-cfb0f9e,,FAILED,QMOF reference
qmof-ec03cad,348.2,0.06,QMOF reference
qmof-a47a786,275.6,0.3,QMOF reference
qmof-f48c65c,327.4,0.77,QMOF reference
qmof-46e6fe6,295.1,0.67,QMOF reference
qmof-cbad0dc,329.7,0.88,QMOF reference
qmof-a07366c,368.9,0.56,QMOF reference
qmof-6a1242b,336.6,0.95,QMOF reference
qmof-51c3a9d,349.7,0.79,QMOF reference
qmof-baa07bc,283.2,0.37,QMOF reference
qmof-8928501,310.9,0.61,QMOF reference
qmof-b1cee85,,FAILED,QMOF reference
qmof-c8d8581,223.0,0.2,QMOF reference
qmof-3ea6cae,360.1,0.78,QMOF reference
qmof-0dce90f,294.7,0.27,QMOF reference
qmof-2350d10,221.5,0.78,QMOF reference
qmof-fc0028f,434.5,0.92,QMOF reference
qmof-c702b6f,350.3,0.71,QMOF reference
qmof-6c5262d,211.6,0.56,QMOF reference
qmof-7981a75,,FAILED,QMOF reference
qmof-89850df,344.5,0.22,QMOF reference
qmof-ce29e59,353.4,0.46,QMOF reference
qmof-64900af,250.7,0.12,QMOF reference
qmof-5a2aa24,,FAILED,QMOF reference
qmof-13af5eb,380.3,0.58,QMOF reference
qmof-19d834d,373.7,0.78,QMOF reference
qmof-5b470ea,299.1,0.32,QMOF reference
qmof-4fa0fbd,369.3,0.73,QMOF reference
qmof-e842acf,323.9,0.46,QMOF reference
qmof-5fcce5a,350.2,0.47,QMOF reference
qmof-c695628,,FAILED,QMOF reference
qmof-06527ff,374.8,0.87,QMOF reference
qmof-7c417f3,390.6,0.38,QMOF reference
qmof-3ce81cd,104.8,0.8,QMOF reference
qmof-6eee4dc,246.5,0.88,QMOF reference
qmof-f56cb62,355.7,0.9,QMOF reference
qmof-1ff599f,266.7,0.32,QMOF reference
qmof-46322fa,386.9,0.93,QMOF reference
qmof-8929658,,FAILED,QMOF reference
qmof-136fa43,422.5,0.89,QMOF reference
qmof-7a98225,,FAILED,QMOF reference
qmof-38f04c2,404.8,0.78,QMOF reference
qmof-3b090b8,335.0,0.97,QMOF reference
qmof-8b503a2,298.4,0.65,QMOF reference
qmof-71748b1,290.3,0.75,QMOF reference
qmof-d8ed558,345.1,0.85,QMOF reference
qmof-53fe88d,333.4,0.84,QMOF reference
qmof-42326c3,192.5,0.4,QMOF reference
qmof-254f0bb,349.1,0.53,QMOF reference
qmof-8e34fd9,,FAILED,QMOF reference
qmof-da91664,251.8,0.85,QMOF reference
qmof-1baf5cd,278.8,0.58,QMOF reference
qmof-afadce0,250.3,0.93,QMOF reference
qmof-a0c3ef7,410.9,0.23,QMOF reference
qmof-b4bcee4,323.1,0.75,QMOF reference
qmof-226d00b,365.7,0.89,QMOF reference
qmof-45ac375,355.4,0.87,QMOF reference
qmof-c9435a0,289.6,0.32,QMOF reference
qmof-6851f8d,265.7,0.93,QMOF reference
qmof-3503fd0,383.8,0.8,QMOF reference
qmof-de066b7,278.9,0.27,QMOF reference
qmof-be39909,316.0,0.95,QMOF reference
qmof-2cc770d,329.6,0.1,QMOF reference
qmof-7b3d567,338.1,0.89,QMOF reference
qmof-5e1f138,310.6,0.35,QMOF reference
qmof-4c69dae,401.8,0.71,QMOF reference
qmof-7c2b7f4,,FAILED,QMOF reference
qmof-955f74a,,FAILED,QMOF reference
qmof-7403530,363.3,0.93,QMOF reference
qmof-d7c9623,326.2,0.58,QMOF reference
qmof-3a62371,227.0,0.68,QMOF reference
qmof-5c28337,317.9,0.27,QMOF reference
qmof-d309263,270.2,0.44,QMOF reference
qmof-798695d,228.6,0.64,QMOF reference
qmof-a560beb,309.6,0.63,QMOF reference
qmof-76fe23e,344.9,0.89,QMOF reference
qmof-5c7ac81,322.4,0.57,QMOF reference
qmof-a36b4c6,270.7,0.91,QMOF reference
qmof-3f96ee4,237.5,0.41,QMOF reference
qmof-79f0985,,FAILED,QMOF reference
qmof-076e8b4,446.4,0.03,QMOF reference
qmof-5cbf12d,321.6,0.27,QMOF reference
qmof-44364c4,341.9,0.26,QMOF reference
qmof-08e81c7,287.4,0.21,QMOF reference
qmof-f04b4d7,378.7,0.71,QMOF reference
qmof-351413a,306.8,0.8,QMOF reference
qmof-0d50e07,377.7,0.11,QMOF reference
qmof-1a95d9b,290.3,0.12,QMOF reference
qmof-d52be7e,303.8,0.72,QMOF reference
qmof-aa12b02,396.4,0.92,QMOF reference
qmof-d26af77,351.6,0.91,QMOF reference
qmof-1e71e12,359.2,0.95,QMOF reference
qmof-8a1f276,544.5,0.95,QMOF reference
qmof-6585ef5,273.3,0.28,QMOF reference
qmof-35921c5,,FAILED,QMOF reference
qmof-12238a8,213.8,0.64,QMOF reference
qmof-f38090a,378.0,0.17,QMOF reference
qmof-9ea6844,324.6,0.13,QMOF reference
qmof-7322852,332.7,0.91,QMOF reference
qmof-7a93811,324.5,0.41,QMOF reference
qmof-cc5ae49,414.9,0.93,QMOF reference
qmof-3317db7,264.6,0.46,QMOF reference
qmof-6fd2462,251.3,0.54,QMOF reference
qmof-fa30668,273.4,0.5,QMOF reference
qmof-4f9ba78,307.1,0.85,QMOF reference
qmof-4a15926,374.5,0.96,QMOF reference
qmof-033e78a,275.2,0.33,QMOF reference
qmof-49a30b9,343.0,0.54,QMOF reference
qmof-5ff6ae2,398.2,0.54,QMOF reference
qmof-507bad6,312.6,0.46,QMOF reference
qmof-48c47a7,337.8,0.68,QMOF reference
qmof-e37432a,255.8,0.55,QMOF reference
qmof-d5174fd,408.5,0.48,QMOF reference
qmof-2f7f5e3,,FAILED,QMOF reference
qmof-7e79016,403.4,0.31,QMOF reference
qmof-17e9dea,319.6,0.97,QMOF reference
qmof-77df350,371.4,0.85,QMOF reference
qmof-803cdbb,292.6,0.21,QMOF reference
qmof-e11462d,300.3,0.87,QMOF reference
qmof-1ecf38b,304.9,0.2,QMOF reference
qmof-51e6c53,323.1,0.83,QMOF reference
qmof-3569d68,348.0,0.31,QMOF reference
qmof-2011f40,264.2,0.54,QMOF reference
qmof-35c161a,296.0,0.26,QMOF reference
qmof-f2687c2,358.0,0.92,QMOF reference
qmof-50b0e76,,FAILED,QMOF reference
qmof-13c8eba,337.4,0.78,QMOF reference
qmof-dad03cd,288.5,0.53,QMOF reference
qmof-6c4ef07,,FAILED,QMOF reference
qmof-8794151,385.6,0.39,QMOF reference
qmof-90fad48,400.1,0.38,QMOF reference
qmof-d1cbf2f,164.5,0.89,QMOF reference
qmof-17ed363,314.2,0.37,QMOF reference
qmof-5948e3e,279.4,0.92,QMOF reference
qmof-65f4686,423.5,0.31,QMOF reference
qmof-d942d2c,,FAILED,QMOF reference
qmof-8b24d73,343.7,0.83,QMOF reference
qmof-7d5c3b3,330.0,0.73,QMOF reference
qmof-538ad34,456.4,0.89,QMOF reference
qmof-d89f5f4,282.7,0.71,QMOF reference
qmof-e0e6794,457.7,0.44,QMOF reference
qmof-2991840,484.5,0.94,QMOF reference
qmof-ba03fca,402.6,0.54,QMOF reference
qmof-082a0fb,300.4,0.82,QMOF reference
qmof-8f65a3c,,FAILED,QMOF reference
qmof-ae7c007,377.2,0.79,QMOF reference
qmof-dccfdea,423.2,0.37,QMOF reference
qmof-015ea49,310.4,0.87,QMOF reference
qmof-23f284e,379.7,0.87,QMOF reference
qmof-2d76250,361.3,0.49,QMOF reference
qmof-9f7ce23,344.4,0.57,QMOF reference
qmof-244cb4f,330.7,0.78,QMOF reference
qmof-aa35cfd,342.5,0.64,QMOF reference
qmof-c0cbada,,FAILED,QMOF reference
qmof-1adaa9b,283.7,0.53,QMOF reference
qmof-f5c9d76,342.1,0.24,QMOF reference
qmof-35705d6,292.9,0.81,QMOF reference
qmof-de2474e,351.1,0.9,QMOF reference
qmof-5b41050,451.9,0.6,QMOF reference
qmof-fffd0e2,387.4,0.86,QMOF reference
qmof-b9d3cb3,334.1,0.82,QMOF reference
qmof-27ecb45,331.4,0.77,QMOF reference
qmof-7dbddd2,289.0,0.25,QMOF reference
qmof-b219fe4,329.9,0.63,QMOF reference
qmof-abd0616,316.8,0.42,QMOF reference
qmof-9fad232,,FAILED,QMOF reference
qmof-3e6426e,278.3,0.93,QMOF reference
qmof-89fbdfe,295.4,0.62,QMOF reference
qmof-36fe364,350.0,0.7,QMOF reference
qmof-4765fb9,,FAILED,QMOF reference
qmof-9a8fdd8,274.7,0.48,QMOF reference
qmof-1360e97,,FAILED,QMOF reference
qmof-55f31fe,,FAILED,QMOF reference
qmof-668a82c,295.0,0.12,QMOF reference
qmof-3a8ea62,398.1,0.77,QMOF reference
qmof-470d254,369.9,0.86,QMOF reference
qmof-fad9ff7,,FAILED,QMOF reference
qmof-21536bc,,FAILED,QMOF reference
qmof-cd2e621,490.1,0.71,QMOF reference
qmof-53e7297,334.7,0.27,QMOF reference
qmof-fd26248,,FAILED,QMOF reference
qmof-6fbe426,299.6,0.57,QMOF reference
qmof-adbea3e,346.0,0.64,QMOF reference
qmof-0de788f,339.9,0.53,QMOF reference
qmof-53c5c03,276.8,0.19,QMOF reference
qmof-3619225,237.8,0.95,QMOF reference
qmof-bf937bb,298.3,0.33,QMOF reference
qmof-7705722,325.6,0.86,QMOF reference
qmof-b6e28ab,335.6,0.75,QMOF reference
qmof-b28d827,297.7,0.94,QMOF reference
qmof-3d6ab52,,FAILED,QMOF reference
qmof-eea62f6,338.3,0.76,QMOF reference
qmof-cde0b8c,264.3,0.53,QMOF reference
qmof-97cb8e3,338.0,0.73,QMOF reference
qmof-4814ccb,247.4,0.82,QMOF reference
qmof-10d5af9,315.4,0.5,QMOF reference
qmof-12c8a37,400.0,0.81,QMOF reference
qmof-53fce67,442.5,0.89,QMOF reference
qmof-01d76cf,361.5,0.42,QMOF reference
qmof-0a38e7d,342.6,0.72,QMOF reference
qmof-980b6e2,309.6,0.81,QMOF reference
qmof-97a7164,307.9,0.85,QMOF reference
qmof-62da067,258.3,0.5,QMOF reference
qmof-30fdc38,,FAILED,QMOF reference
qmof-bbb2769,394.3,0.47,QMOF reference
qmof-4472105,,FAILED,QMOF reference
qmof-830ed1c,320.7,0.94,QMOF reference
qmof-25f9758,383.3,0.81,QMOF reference
qmof-0a6d9a9,,FAILED,QMOF reference
qmof-b561e37,,FAILED,QMOF reference
qmof-f04c67c,334.1,0.66,QMOF reference
qmof-63ed72f,412.9,0.71,QMOF reference
qmof-bb736bf,384.5,0.81,QMOF reference
qmof-99f4447,400.8,0.93,QMOF reference
qmof-fd023ea,274.5,0.83,QMOF reference
qmof-83718f1,395.2,0.86,QMOF reference
qmof-57d20b8,399.6,0.3,QMOF reference
qmof-f96d302,422.3,0.43,QMOF reference
qmof-504558f,335.8,0.29,QMOF reference
qmof-16049c4,380.9,0.82,QMOF reference
qmof-42e7848,312.4,0.76,QMOF reference
qmof-33d0d22,318.9,0.58,QMOF reference
qmof-dda1cb2,686.1,0.0,QMOF reference
qmof-a5a3f01,290.9,0.95,QMOF reference
qmof-73a1010,377.8,0.89,QMOF reference
qmof-0f25b5a,358.6,0.85,QMOF reference
qmof-934ba54,323.5,0.71,QMOF reference
qmof-5c01e0f,386.3,0.65,QMOF reference
qmof-2c42f2a,416.4,0.77,QMOF reference
qmof-93ae400,269.2,0.76,QMOF reference
qmof-66d0b97,297.7,0.86,QMOF reference
qmof-844e4f4,358.8,0.86,QMOF reference
qmof-ab7ec59,,FAILED,QMOF reference
qmof-da91702,324.9,0.95,QMOF reference
qmof-5be20e9,297.7,0.6,QMOF reference
qmof-1115e4f,337.2,0.38,QMOF reference
qmof-3400eb7,373.7,0.92,QMOF reference
qmof-b9da82e,,FAILED,QMOF reference
qmof-5b60b2b,299.0,0.71,QMOF reference
qmof-e90fcf1,224.7,0.19,QMOF reference
qmof-95dc3e3,383.8,0.41,QMOF reference
qmof-6d9d540,365.3,0.62,QMOF reference
qmof-5b955f2,282.8,0.81,QMOF reference
qmof-cf311e6,,FAILED,QMOF reference
qmof-3b03b08,269.1,0.79,QMOF reference
qmof-1ffb434,331.4,0.86,QMOF reference
qmof-463115a,,FAILED,QMOF reference
qmof-7dbd529,416.5,0.05,QMOF reference
qmof-647f18b,356.0,0.89,QMOF reference
qmof-1212d08,277.0,0.5,QMOF reference
qmof-480a539,329.4,0.21,QMOF reference
qmof-e0fa875,422.6,0.8,QMOF reference
qmof-c99692d,321.6,0.65,QMOF reference
qmof-313a762,385.2,0.55,QMOF reference
qmof-8c3ae1d,,FAILED,QMOF reference
qmof-e381eec,349.5,0.29,QMOF reference
qmof-ed28d7b,469.4,0.11,QMOF reference
qmof-ccee605,245.7,0.38,QMOF reference
qmof-e8c0218,215.3,0.94,QMOF reference
qmof-16ff97e,353.4,0.89,QMOF reference
qmof-73cfd5c,292.9,0.28,QMOF reference
qmof-d9508ee,361.7,0.6,QMOF reference
qmof-367efb8,245.5,0.52,QMOF reference
qmof-e4313c2,331.0,0.61,QMOF reference
qmof-b2a8e0e,237.0,0.75,QMOF reference
qmof-bff657f,276.4,0.94,QMOF reference
qmof-592c9e4,307.5,0.66,QMOF reference
qmof-81003ca,381.3,0.48,QMOF reference
qmof-5d499dc,,FAILED,QMOF reference
qmof-e8a6a82,355.9,0.39,QMOF reference
qmof-ebae1e4,327.9,0.85,QMOF reference
qmof-166d55f,228.0,0.25,QMOF reference
qmof-201a359,305.0,0.3,QMOF reference
qmof-bdfe8f1,144.9,0.72,QMOF reference
qmof-d64dd12,319.9,0.6,QMOF reference
qmof-8693a64,413.6,0.39,QMOF reference
qmof-f16cf58,,FAILED,QMOF reference
qmof-05f7938,460.7,0.18,QMOF reference
qmof-38ae9d1,382.0,0.62,QMOF reference
qmof-85bc3c6,309.2,0.66,QMOF reference
qmof-d77af39,,FAILED,QMOF reference
qmof-52da6bd,367.8,0.88,QMOF reference
qmof-d9fa5cf,372.4,0.94,QMOF reference
qmof-541293e,276.1,0.36,QMOF reference
qmof-4930668,,FAILED,QMOF reference
qmof-c808556,,FAILED,QMOF reference
qmof-80d4a16,311.5,0.33,QMOF reference
qmof-5847aa0,390.5,0.94,QMOF reference
qmof-6e4f021,359.0,0.83,QMOF reference
qmof-cd9c899,340.8,0.25,QMOF reference
qmof-e48a90d,325.7,0.79,QMOF reference
qmof-b55a34a,325.4,0.79,QMOF reference
qmof-0e40af0,237.3,0.92,QMOF reference
qmof-78b934a,372.8,0.79,QMOF reference
qmof-49ea619,324.1,0.22,QMOF reference
qmof-f322a23,334.1,0.68,QMOF reference
qmof-150e78f,316.1,0.9,QMOF reference
qmof-8d6dc8f,334.0,0.89,QMOF reference
qmof-a6b457e,420.3,0.92,QMOF reference
qmof-5522e9e,368.9,0.84,QMOF reference
qmof-10df8cd,246.5,0.58,QMOF reference
qmof-37aec10,322.8,0.86,QMOF reference
qmof-a141a72,351.7,0.54,QMOF reference
qmof-d0c1d4b,469.8,0.09,QMOF reference
qmof-8dc527b,344.1,0.91,QMOF reference
qmof-0919853,345.8,0.78,QMOF reference
qmof-bae3569,337.4,0.73,QMOF reference
qmof-e46920d,292.8,0.3,QMOF reference
qmof-b10c492,342.7,0.38,QMOF reference
qmof-7672d8f,307.2,0.47,QMOF reference
qmof-62f023c,,FAILED,QMOF reference
qmof-5a081d6,,FAILED,QMOF reference
qmof-7bea0fe,430.0,0.45,QMOF reference
qmof-5b71479,387.7,0.73,QMOF reference
qmof-77fd0aa,299.4,0.29,QMOF reference
qmof-043bf63,318.7,0.91,QMOF reference
qmof-36bc27d,462.3,0.93,QMOF reference
qmof-e7b175c,405.2,0.91,QMOF reference
qmof-6b7af02,489.1,0.89,QMOF reference
qmof-6812d65,441.1,0.16,QMOF reference
qmof-00f576b,330.4,0.72,QMOF reference
qmof-831a2cc,,FAILED,QMOF reference
qmof-17d2618,327.3,0.74,QMOF reference
qmof-5e8c015,279.0,0.28,QMOF reference
qmof-4df7a22,392.0,0.72,QMOF reference
qmof-9d2a214,294.9,0.21,QMOF reference
qmof-78d9001,349.7,0.18,QMOF reference
qmof-dbd6c51,347.5,0.17,QMOF reference
qmof-ad9bb85,351.2,0.57,QMOF reference
qmof-6690796,417.7,0.35,QMOF reference
qmof-008a6ec,323.6,0.92,QMOF reference
qmof-2473511,289.4,0.8,QMOF reference
qmof-1ed370f,281.0,0.75,QMOF reference
qmof-a4a3a03,,FAILED,QMOF reference
qmof-a1e69b0,361.9,0.41,QMOF reference
qmof-807faf2,360.4,0.76,QMOF reference
qmof-03f205a,410.4,0.06,QMOF reference
qmof-fcd4c8c,299.1,0.53,QMOF reference
qmof-73d7445,288.1,0.3,QMOF reference
qmof-3957f91,438.7,0.19,QMOF reference
qmof-4d5a835,316.0,0.41,QMOF reference
qmof-082961d,323.5,0.11,QMOF reference
qmof-c6917b4,251.4,0.08,QMOF reference
qmof-2530fd3,376.0,0.71,QMOF reference
qmof-e2b01e4,409.8,0.66,QMOF reference
qmof-00a03b2,206.3,0.92,QMOF reference
qmof-9525030,280.8,0.81,QMOF reference
qmof-356051c,403.1,0.59,QMOF reference
qmof-387bd70,381.0,0.81,QMOF reference
qmof-e17dc0f,285.0,0.7,QMOF reference
qmof-7e031d2,338.6,0.76,QMOF reference
qmof-02b9923,,FAILED,QMOF reference
qmof-364ee4b,411.2,0.99,QMOF reference
qmof-4625837,344.3,0.25,QMOF reference
qmof-d1216ba,251.2,0.29,QMOF reference
qmof-1c9f47e,373.2,0.49,QMOF reference
qmof-689e334,375.5,0.91,QMOF reference
qmof-06edf50,386.6,0.91,QMOF reference
qmof-79529d8,255.3,0.51,QMOF reference
qmof-1f6550a,344.7,0.16,QMOF reference
qmof-be1b28a,346.2,0.95,QMOF reference
qmof-9321947,339.1,0.7,QMOF reference
qmof-25c39ef,403.7,0.55,QMOF reference
qmof-24cf89d,303.0,0.41,QMOF reference
