0214_Al_Me_s    2theta
BANK 1 5000 5000    CONST 2.0001    0.011229 0 0 FXYE
44.357587    181.000    0
44.368816    207.000    0
44.380046    172.000    0
44.391275    181.000    0
44.402505    193.000    0
44.413734    187.000    0
44.424964    183.000    0
44.436193    169.000    0
44.447423    206.000    0
44.458652    179.000    0
44.469881    210.000    0
44.481111    220.000    0
44.49234    217.000    0
44.50357    170.000    0
44.514799    206.000    0
44.526029    186.000    0
44.537258    213.000    0
44.548488    186.000    0
44.559717    200.000    0
44.570946    175.000    0
44.582176    188.000    0
44.593405    189.000    0
44.604635    205.000    0
44.615864    183.000    0
44.627094    199.000    0
44.638323    175.000    0
44.649553    190.000    0
44.660782    196.000    0
44.672012    182.000    0
44.683241    179.000    0
44.69447    188.000    0
44.7057    184.000    0
44.716929    195.000    0
44.728159    217.000    0
44.739388    184.000    0
44.750618    180.000    0
44.761847    183.000    0
44.773077    171.000    0
44.784306    194.000    0
44.795536    201.000    0
44.806765    216.000    0
44.817994    184.000    0
44.829224    181.000    0
44.840453    183.000    0
44.851683    197.000    0
44.862912    187.000    0
44.874142    212.000    0
44.885371    222.000    0
44.896601    227.000    0
44.90783    212.000    0
44.919059    210.000    0
44.930289    226.000    0
44.941518    193.000    0
44.952748    221.000    0
44.963977    219.000    0
44.975207    235.000    0
44.986436    227.000    0
44.997666    245.000    0
45.008895    251.000    0
45.020125    232.000    0
45.031354    242.000    0
45.042583    262.000    0
45.053813    269.000    0
45.065042    260.000    0
45.076272    266.000    0
45.087501    252.000    0
45.098731    263.000    0
45.10996    272.000    0
45.12119    244.000    0
45.132419    281.000    0
45.143648    267.000    0
45.154878    240.000    0
45.166107    276.000    0
45.177337    278.000    0
45.188566    246.000    0
45.199796    262.000    0
45.211025    227.000    0
45.222255    241.000    0
45.233484    252.000    0
45.244714    237.000    0
45.255943    237.000    0
45.267172    243.000    0
45.278402    242.000    0
45.289631    212.000    0
45.300861    237.000    0
45.31209    223.000    0
45.32332    209.000    0
45.334549    194.000    0
45.345779    235.000    0
45.357008    201.000    0
45.368237    207.000    0
45.379467    200.000    0
45.390696    197.000    0
45.401926    195.000    0
45.413155    187.000    0
45.424385    196.000    0
45.435614    164.000    0
45.446844    202.000    0
45.458073    190.000    0
45.469303    170.000    0
45.480532    177.000    0
45.491761    176.000    0
45.502991    185.000    0
45.51422    191.000    0
45.52545    162.000    0
45.536679    190.000    0
45.547909    183.000    0
45.559138    193.000    0
45.570368    177.000    0
45.581597    202.000    0
45.592826    201.000    0
45.604056    190.000    0
45.615285    193.000    0
45.626515    190.000    0
45.637744    183.000    0
45.648974    173.000    0
45.660203    175.000    0
45.671433    180.000    0
45.682662    177.000    0
45.693892    198.000    0
45.705121    192.000    0
45.71635    189.000    0
45.72758    172.000    0
45.738809    191.000    0
45.750039    204.000    0
45.761268    179.000    0
45.772498    206.000    0
45.783727    195.000    0
45.794957    183.000    0
45.806186    188.000    0
45.817415    199.000    0
45.828645    191.000    0
45.839874    196.000    0
45.851104    207.000    0
45.862333    182.000    0
45.873563    200.000    0
45.884792    199.000    0
45.896022    217.000    0
45.907251    223.000    0
45.918481    193.000    0
45.92971    207.000    0
45.940939    237.000    0
45.952169    237.000    0
45.963398    243.000    0
45.974628    199.000    0
45.985857    181.000    0
45.997087    229.000    0
46.008316    227.000    0
46.019546    223.000    0
46.030775    218.000    0
46.042005    222.000    0
46.053234    197.000    0
46.064463    231.000    0
46.075693    231.000    0
46.086922    214.000    0
46.098152    190.000    0
46.109381    231.000    0
46.120611    184.000    0
46.13184    185.000    0
46.14307    197.000    0
46.154299    183.000    0
46.165528    204.000    0
46.176758    217.000    0
46.187987    199.000    0
46.199217    180.000    0
46.210446    177.000    0
46.221676    185.000    0
46.232905    196.000    0
46.244135    170.000    0
46.255364    174.000    0
46.266594    177.000    0
46.277823    169.000    0
46.289052    165.000    0
46.300282    182.000    0
46.311511    181.000    0
46.322741    187.000    0
46.33397    149.000    0
46.3452    161.000    0
46.356429    190.000    0
46.367659    162.000    0
46.378888    164.000    0
46.390117    181.000    0
46.401347    156.000    0
46.412576    174.000    0
46.423806    188.000    0
46.435035    172.000    0
46.446265    175.000    0
46.457494    167.000    0
46.468724    131.000    0
46.479953    154.000    0
46.491183    159.000    0
46.502412    174.000    0
46.513641    155.000    0
46.524871    158.000    0
46.5361    151.000    0
46.54733    159.000    0
46.558559    174.000    0
46.569789    144.000    0
46.581018    154.000    0
46.592248    159.000    0
46.603477    156.000    0
46.614706    154.000    0
46.625936    174.000    0
46.637165    163.000    0
46.648395    170.000    0
46.659624    161.000    0
46.670854    169.000    0
46.682083    160.000    0
46.693313    145.000    0
46.704542    155.000    0
46.715772    160.000    0
46.727001    161.000    0
46.73823    157.000    0
46.74946    152.000    0
46.760689    155.000    0
46.771919    151.000    0
46.783148    149.000    0
46.794378    154.000    0
46.805607    159.000    0
46.816837    145.000    0
46.828066    165.000    0
46.839295    164.000    0
46.850525    180.000    0
46.861754    171.000    0
46.872984    175.000    0
46.884213    159.000    0
46.895443    175.000    0
46.906672    160.000    0
46.917902    181.000    0
46.929131    157.000    0
46.940361    170.000    0
46.95159    162.000    0
46.962819    155.000    0
46.974049    143.000    0
46.985278    175.000    0
46.996508    149.000    0
47.007737    142.000    0
47.018967    171.000    0
47.030196    181.000    0
47.041426    152.000    0
47.052655    187.000    0
47.063884    194.000    0
47.075114    153.000    0
47.086343    156.000    0
47.097573    149.000    0
47.108802    185.000    0
47.120032    197.000    0
47.131261    170.000    0
47.142491    152.000    0
47.15372    186.000    0
47.16495    147.000    0
47.176179    154.000    0
47.187408    167.000    0
47.198638    157.000    0
47.209867    166.000    0
47.221097    161.000    0
47.232326    156.000    0
47.243556    162.000    0
47.254785    181.000    0
47.266015    174.000    0
47.277244    167.000    0
47.288473    189.000    0
47.299703    166.000    0
47.310932    157.000    0
47.322162    176.000    0
47.333391    174.000    0
47.344621    143.000    0
47.35585    151.000    0
47.36708    175.000    0
47.378309    177.000    0
47.389539    165.000    0
47.400768    162.000    0
47.411997    175.000    0
47.423227    172.000    0
47.434456    173.000    0
47.445686    180.000    0
47.456915    173.000    0
47.468145    197.000    0
47.479374    156.000    0
47.490604    167.000    0
47.501833    164.000    0
47.513063    213.000    0
47.524292    159.000    0
47.535521    178.000    0
47.546751    170.000    0
47.55798    177.000    0
47.56921    168.000    0
47.580439    169.000    0
47.591669    171.000    0
47.602898    172.000    0
47.614128    172.000    0
47.625357    206.000    0
47.636586    186.000    0
47.647816    202.000    0
47.659045    155.000    0
47.670275    182.000    0
47.681504    180.000    0
47.692734    204.000    0
47.703963    140.000    0
47.715193    173.000    0
47.726422    184.000    0
47.737652    170.000    0
47.748881    189.000    0
47.76011    178.000    0
47.77134    188.000    0
47.782569    165.000    0
47.793799    203.000    0
47.805028    212.000    0
47.816258    176.000    0
47.827487    184.000    0
47.838717    161.000    0
47.849946    182.000    0
47.861175    184.000    0
47.872405    200.000    0
47.883634    169.000    0
47.894864    185.000    0
47.906093    194.000    0
47.917323    192.000    0
47.928552    179.000    0
47.939782    205.000    0
47.951011    175.000    0
47.962241    160.000    0
47.97347    183.000    0
47.984699    190.000    0
47.995929    189.000    0
48.007158    197.000    0
48.018388    192.000    0
48.029617    188.000    0
48.040847    189.000    0
48.052076    193.000    0
48.063306    200.000    0
48.074535    204.000    0
48.085764    171.000    0
48.096994    180.000    0
48.108223    155.000    0
48.119453    150.000    0
48.130682    203.000    0
48.141912    191.000    0
48.153141    168.000    0
48.164371    187.000    0
48.1756    174.000    0
48.18683    167.000    0
48.198059    171.000    0
48.209288    178.000    0
48.220518    176.000    0
48.231747    181.000    0
48.242977    195.000    0
48.254206    169.000    0
48.265436    170.000    0
48.276665    165.000    0
48.287895    190.000    0
48.299124    167.000    0
48.310353    163.000    0
48.321583    167.000    0
48.332812    173.000    0
48.344042    164.000    0
48.355271    161.000    0
48.366501    159.000    0
48.37773    177.000    0
48.38896    138.000    0
48.400189    184.000    0
48.411419    192.000    0
48.422648    177.000    0
48.433877    153.000    0
48.445107    147.000    0
48.456336    184.000    0
48.467566    171.000    0
48.478795    183.000    0
48.490025    154.000    0
48.501254    170.000    0
48.512484    157.000    0
48.523713    183.000    0
48.534942    164.000    0
48.546172    179.000    0
48.557401    170.000    0
48.568631    162.000    0
48.57986    133.000    0
48.59109    174.000    0
48.602319    157.000    0
48.613549    163.000    0
48.624778    176.000    0
48.636008    189.000    0
48.647237    169.000    0
48.658466    169.000    0
48.669696    151.000    0
48.680925    186.000    0
48.692155    155.000    0
48.703384    158.000    0
48.714614    181.000    0
48.725843    176.000    0
48.737073    167.000    0
48.748302    147.000    0
48.759531    156.000    0
48.770761    172.000    0
48.78199    156.000    0
48.79322    205.000    0
48.804449    152.000    0
48.815679    188.000    0
48.826908    185.000    0
48.838138    182.000    0
48.849367    180.000    0
48.860597    184.000    0
48.871826    179.000    0
48.883055    180.000    0
48.894285    176.000    0
48.905514    200.000    0
48.916744    159.000    0
48.927973    204.000    0
48.939203    189.000    0
48.950432    213.000    0
48.961662    191.000    0
48.972891    189.000    0
48.984121    221.000    0
48.99535    214.000    0
49.006579    218.000    0
49.017809    182.000    0
49.029038    203.000    0
49.040268    229.000    0
49.051497    193.000    0
49.062727    225.000    0
49.073956    216.000    0
49.085186    200.000    0
49.096415    215.000    0
49.107644    243.000    0
49.118874    223.000    0
49.130103    222.000    0
49.141333    222.000    0
49.152562    258.000    0
49.163792    253.000    0
49.175021    216.000    0
49.186251    239.000    0
49.19748    207.000    0
49.20871    249.000    0
49.219939    226.000    0
49.231168    226.000    0
49.242398    217.000    0
49.253627    201.000    0
49.264857    224.000    0
49.276086    218.000    0
49.287316    183.000    0
49.298545    223.000    0
49.309775    209.000    0
49.321004    208.000    0
49.332233    243.000    0
49.343463    218.000    0
49.354692    235.000    0
49.365922    227.000    0
49.377151    206.000    0
49.388381    211.000    0
49.39961    247.000    0
49.41084    213.000    0
49.422069    197.000    0
49.433299    205.000    0
49.444528    205.000    0
49.455757    168.000    0
49.466987    209.000    0
49.478216    202.000    0
49.489446    194.000    0
49.500675    194.000    0
49.511905    195.000    0
49.523134    175.000    0
49.534364    171.000    0
49.545593    187.000    0
49.556822    201.000    0
49.568052    187.000    0
49.579281    214.000    0
49.590511    170.000    0
49.60174    198.000    0
49.61297    193.000    0
49.624199    171.000    0
49.635429    165.000    0
49.646658    178.000    0
49.657888    177.000    0
49.669117    172.000    0
49.680346    183.000    0
49.691576    173.000    0
49.702805    159.000    0
49.714035    173.000    0
49.725264    191.000    0
49.736494    205.000    0
49.747723    165.000    0
49.758953    183.000    0
49.770182    159.000    0
49.781411    176.000    0
49.792641    169.000    0
49.80387    180.000    0
49.8151    181.000    0
49.826329    174.000    0
49.837559    180.000    0
49.848788    199.000    0
49.860018    172.000    0
49.871247    170.000    0
49.882477    186.000    0
49.893706    169.000    0
49.904935    189.000    0
49.916165    178.000    0
49.927394    173.000    0
49.938624    151.000    0
49.949853    153.000    0
49.961083    163.000    0
49.972312    151.000    0
49.983542    174.000    0
49.994771    168.000    0
50.006    152.000    0
50.01723    167.000    0
50.028459    144.000    0
50.039689    157.000    0
50.050918    175.000    0
50.062148    151.000    0
50.073377    150.000    0
50.084607    141.000    0
50.095836    164.000    0
50.107066    146.000    0
50.118295    127.000    0
50.129524    180.000    0
50.140754    139.000    0
50.151983    163.000    0
50.163213    144.000    0
50.174442    160.000    0
50.185672    160.000    0
50.196901    153.000    0
50.208131    178.000    0
50.21936    173.000    0
50.23059    167.000    0
50.241819    181.000    0
50.253048    180.000    0
50.264278    181.000    0
50.275507    160.000    0
50.286737    179.000    0
50.297966    181.000    0
50.309196    198.000    0
50.320425    181.000    0
50.331655    139.000    0
50.342884    177.000    0
50.354113    165.000    0
50.365343    185.000    0
50.376572    184.000    0
50.387802    169.000    0
50.399031    184.000    0
50.410261    181.000    0
50.42149    188.000    0
50.43272    185.000    0
50.443949    191.000    0
50.455179    170.000    0
50.466408    158.000    0
50.477637    144.000    0
50.488867    148.000    0
50.500096    198.000    0
50.511326    161.000    0
50.522555    172.000    0
50.533785    194.000    0
50.545014    181.000    0
50.556244    177.000    0
50.567473    160.000    0
50.578702    181.000    0
50.589932    163.000    0
50.601161    169.000    0
50.612391    176.000    0
50.62362    167.000    0
50.63485    165.000    0
50.646079    168.000    0
50.657309    154.000    0
50.668538    150.000    0
50.679768    142.000    0
50.690997    152.000    0
50.702226    179.000    0
50.713456    169.000    0
50.724685    183.000    0
50.735915    168.000    0
50.747144    144.000    0
50.758374    188.000    0
50.769603    158.000    0
50.780833    158.000    0
50.792062    165.000    0
50.803291    176.000    0
50.814521    187.000    0
50.82575    165.000    0
50.83698    162.000    0
50.848209    182.000    0
50.859439    162.000    0
50.870668    145.000    0
50.881898    152.000    0
50.893127    171.000    0
50.904357    151.000    0
50.915586    134.000    0
50.926815    173.000    0
50.938045    185.000    0
50.949274    176.000    0
50.960504    167.000    0
50.971733    163.000    0
50.982963    157.000    0
50.994192    190.000    0
51.005422    174.000    0
51.016651    189.000    0
51.02788    180.000    0
51.03911    165.000    0
51.050339    156.000    0
51.061569    177.000    0
51.072798    167.000    0
51.084028    167.000    0
51.095257    172.000    0
51.106487    163.000    0
51.117716    202.000    0
51.128946    192.000    0
51.140175    171.000    0
51.151404    187.000    0
51.162634    180.000    0
51.173863    177.000    0
51.185093    197.000    0
51.196322    190.000    0
51.207552    193.000    0
51.218781    174.000    0
51.230011    163.000    0
51.24124    174.000    0
51.252469    200.000    0
51.263699    175.000    0
51.274928    176.000    0
51.286158    190.000    0
51.297387    167.000    0
51.308617    212.000    0
51.319846    179.000    0
51.331076    181.000    0
51.342305    215.000    0
51.353535    203.000    0
51.364764    219.000    0
51.375993    217.000    0
51.387223    224.000    0
51.398452    220.000    0
51.409682    215.000    0
51.420911    245.000    0
51.432141    239.000    0
51.44337    244.000    0
51.4546    273.000    0
51.465829    240.000    0
51.477058    257.000    0
51.488288    219.000    0
51.499517    226.000    0
51.510747    233.000    0
51.521976    242.000    0
51.533206    204.000    0
51.544435    263.000    0
51.555665    216.000    0
51.566894    222.000    0
51.578124    234.000    0
51.589353    211.000    0
51.600582    244.000    0
51.611812    205.000    0
51.623041    223.000    0
51.634271    225.000    0
51.6455    223.000    0
51.65673    213.000    0
51.667959    210.000    0
51.679189    205.000    0
51.690418    212.000    0
51.701648    192.000    0
51.712877    194.000    0
51.724106    204.000    0
51.735336    200.000    0
51.746565    192.000    0
51.757795    192.000    0
51.769024    217.000    0
51.780254    210.000    0
51.791483    187.000    0
51.802713    195.000    0
51.813942    211.000    0
51.825171    189.000    0
51.836401    167.000    0
51.84763    211.000    0
51.85886    168.000    0
51.870089    185.000    0
51.881319    199.000    0
51.892548    198.000    0
51.903778    184.000    0
51.915007    214.000    0
51.926237    212.000    0
51.937466    224.000    0
51.948695    186.000    0
51.959925    217.000    0
51.971154    223.000    0
51.982384    240.000    0
51.993613    224.000    0
52.004843    221.000    0
52.016072    231.000    0
52.027302    209.000    0
52.038531    201.000    0
52.04976    222.000    0
